entry,core_list_neg,core_list_pos,integrated_list_neg,integrated_list_pos,in_karta_slov,in_rusentilex,in_kfu,in_polsentilex,karta_slov_polarity,karta_slov_valence,"rusentilex_polarity
(""depends"" means this word has different valences in original RuSentiLex)",rusentilex_objectivity,score_kfu,average_rate_polsentilex,intensity_norm_polsentilex,polarity_polsentilex,is_generated_adverb_from_adjective,valence_consensus_between_4_lists
насмешник,1,,1,,1,1,1,0,negative,-0.83,negative,opinion,0.458,,,,0,agree
насмешница,1,,1,,1,1,1,0,negative,-0.96,negative,opinion,0.468,,,,0,agree
насмешничать,1,,1,,1,1,1,0,negative,-0.91,negative,opinion,0.448,,,,0,agree
защемить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
насморк,1,,1,,1,1,1,0,negative,-0.85,negative,fact,0.669,,,,0,conflict
насмотреться,,,,,1,0,1,0,neutral,0.14,,,0.666,,,,0,agree
наснимать,,,,,1,0,0,0,neutral,0.03,,,,,,,0,unique
изнуриться,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
насобирать,,,,,1,0,0,1,neutral,0.33,,,,0,0,neutral,0,agree
истомить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
карантинный,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
насовсем,,,,,1,0,0,0,neutral,0.15,,,,,,,0,unique
операция,,,,,1,1,1,1,neutral,0.18,depends,fact,0.408,0,0,neutral,0,conflict
насорить,1,,1,,1,1,1,0,negative,-0.99,negative,fact,0.583,,,,0,conflict
насос,,,,,1,0,1,0,neutral,0,,,0.664,,,,0,agree
колымага,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
насосный,,,,,1,0,0,0,neutral,0.03,,,,,,,0,unique
мелочность,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
наспех,1,,1,,1,1,1,0,negative,-0.76,negative,opinion,0.662,,,,0,conflict
наспинный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
наплакать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
наставать,,,,,1,0,0,0,neutral,0.12,,,,,,,0,unique
наставительно,,,,,1,1,1,0,neutral,0.41,negative,opinion,0.769,,,,1,conflict
наставительность,,,,,1,1,1,0,neutral,0.52,negative,opinion,0.726,,,,0,conflict
наставительный,,,,,1,1,1,0,neutral,0.41,negative,opinion,0.769,,,,0,conflict
наставить,,,,,1,0,1,0,neutral,0.36,,,0.663,,,,0,agree
наставление,,1,,1,1,0,1,1,positive,0.61,,,0.754,1,0.5,positive,0,agree
наставлять,,,,,1,0,1,0,positive,0.7,,,0.664,,,,0,conflict
наставляться,,,,,1,0,0,0,neutral,0.38,,,,,,,0,unique
наставник,,,,1,1,0,1,0,positive,0.96,,,0.702,,,,0,agree
наставница,,,,,1,0,0,0,positive,0.91,,,,,,,0,unique
наставнический,,,,,1,0,0,0,positive,0.58,,,,,,,0,unique
наставничество,,,,,1,0,0,0,positive,0.92,,,,,,,0,unique
настаивание,,,,,1,0,0,0,neutral,-0.16,,,,,,,0,unique
настаивать,,,,,1,0,1,0,neutral,0.17,,,0.525,,,,0,agree
настаиваться,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
настать,,,,,1,0,1,0,neutral,0,,,0.586,,,,0,agree
настегивать,,,,,1,0,0,0,neutral,-0.3,,,,,,,0,unique
настежь,,,,,1,0,0,0,neutral,0.01,,,,,,,0,unique
настелить,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
настенный,,,,,1,0,1,0,neutral,0,,,0.694,,,,0,agree
настигать,1,,1,,1,0,1,1,negative,-0.37,,,0.492,0,0,neutral,0,conflict
настигнуть,,,,,1,0,1,0,neutral,0.32,,,0.501,,,,0,agree
настилать,,,,,1,0,0,0,neutral,0.05,,,,,,,0,unique
настилка,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
настильный,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
настичь,,,,,1,0,0,0,neutral,-0.22,,,,,,,0,unique
настоечка,,,,,1,0,0,0,neutral,0.39,,,,,,,0,unique
настой,,,,,1,0,1,0,neutral,0.18,,,0.674,,,,0,agree
настойка,,,,,1,0,1,0,neutral,0.23,,,0.712,,,,0,conflict
настойчиво,,,,,1,1,1,1,neutral,0.38,positive,opinion,0.652,0,0,neutral,1,conflict
настойчивость,,1,,1,1,1,1,0,neutral,0.51,positive,opinion,0.719,,,,0,conflict
настойчивый,,,,,1,1,1,1,neutral,0.38,positive,opinion,0.652,0,0,neutral,0,conflict
настоль,,,,,1,0,0,0,neutral,0.03,,,,,,,0,unique
настолько,,,,,1,0,0,0,neutral,0.01,,,,,,,0,unique
настольный,,,,,1,0,1,0,neutral,0,,,0.765,,,,0,conflict
оплата,,,,,1,0,1,1,neutral,0.1,,,0.481,0,0,neutral,0,conflict
оппонент,,,,,1,1,1,1,negative,-0.43,depends,fact,0.521,0,0,neutral,0,conflict
настороже,,,,,1,0,0,0,neutral,-0.17,,,,,,,0,unique
ординарность,,,1,,1,1,1,0,neutral,0.21,negative,opinion,0.648,,,,0,conflict
настороженность,1,,1,,1,1,1,0,negative,-0.41,negative,feeling,0.636,,,,0,conflict
настороженный,,,,,1,1,1,0,neutral,-0.27,negative,feeling,0.725,,,,0,conflict
забиться,,,1,,1,0,1,0,negative,-0.62,,,0.633,,,,0,conflict
насторожиться,1,,1,,1,1,1,0,negative,-0.54,negative,feeling,0.628,,,,0,conflict
настояние,,,,,1,0,1,0,neutral,0.4,,,0.718,,,,0,conflict
настоятель,,,,,1,0,1,0,neutral,0.28,,,0.586,,,,0,agree
настоятельница,,,,,1,0,0,0,neutral,0.26,,,,,,,0,unique
настоятельно,,,,,1,1,1,1,neutral,0.47,depends,opinion,0.707,0,0,neutral,1,conflict
настоятельность,,,,,1,1,1,0,neutral,0.42,neutral,opinion,0.593,,,,0,agree
настоятельный,,,,,1,1,1,0,neutral,0.47,depends,opinion,0.707,,,,0,conflict
настоять,,,,,1,0,1,0,neutral,0.3,,,0.608,,,,0,agree
настояться,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
настоящий,,,,,1,0,1,1,positive,0.67,,,0.635,0,0,neutral,0,conflict
наследить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
настраивать,,,,,1,0,1,1,neutral,0.42,,,0.605,0,0,neutral,0,agree
настраиваться,,,,,1,0,0,0,neutral,0.53,,,,,,,0,unique
настрелять,,,,,1,0,0,0,neutral,-0.34,,,,,,,0,unique
настреляться,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
настричь,,,,,1,0,0,0,neutral,0.02,,,,,,,0,unique
настрогать,,,,,1,0,0,0,neutral,0.15,,,,,,,0,unique
нахапать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
настроение,,,,,1,0,1,1,neutral,0.02,,,0.809,0,0,neutral,0,conflict
настроенность,,,,,1,0,0,0,neutral,0.54,,,,,,,0,unique
настроить,,,,,1,0,1,0,neutral,0.39,,,0.612,,,,0,agree
настроиться,,,,,1,0,1,0,positive,0.87,,,0.662,,,,0,conflict
настройка,,,,,1,0,1,0,neutral,0.43,,,0.676,,,,0,agree
настройщик,,,,,1,0,0,0,neutral,0.34,,,,,,,0,unique
настрочить,,,,,1,0,0,0,neutral,-0.13,,,,,,,0,unique
настругать,,,,,1,0,0,0,neutral,0.15,,,,,,,0,unique
настряпать,,,,,1,0,0,0,neutral,0.36,,,,,,,0,unique
настукивать,,,,,1,0,0,0,neutral,-0.18,,,,,,,0,unique
наступательный,,,,,1,0,1,1,neutral,0.27,,,0.552,0,0,neutral,0,agree
наступать,,,,,1,0,1,1,neutral,0.12,,,0.521,0,0,neutral,0,agree
наступить,,,,,1,0,1,0,neutral,-0.09,,,0.57,,,,0,agree
наступление,,,,,1,0,1,1,neutral,-0.34,,,0.511,0,0,neutral,0,agree
нахлобучивать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
настырно,1,,1,,1,1,1,1,negative,-0.71,negative,opinion,0.726,-1,-0.5,negative,1,conflict
настырность,1,,1,,1,1,1,0,negative,-0.66,negative,opinion,0.691,,,,0,conflict
настырный,1,,1,,1,1,1,1,negative,-0.71,negative,opinion,0.726,-1,-0.5,negative,0,conflict
невыдержанность,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
истекший,,,1,,1,0,1,0,negative,-0.62,,,0.518,,,,0,conflict
насухо,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
насушить,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
насущно,,1,,1,1,1,1,0,neutral,0.29,positive,opinion,0.742,,,,1,conflict
насущность,,1,,1,1,1,1,0,neutral,0.25,positive,opinion,0.719,,,,0,conflict
насущный,,1,,1,1,1,1,0,neutral,0.29,positive,opinion,0.742,,,,0,conflict
насчитать,,,,,1,0,1,0,neutral,0.03,,,0.547,,,,0,agree
насчитывать,,,,,1,0,1,1,neutral,0.05,,,0.583,0,0,neutral,0,agree
насчитываться,,,,,1,0,1,1,neutral,0,,,0.559,0,0,neutral,0,agree
недоделать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
насыпать,,,,,1,0,1,0,neutral,0.1,,,0.541,,,,0,agree
насыпаться,,,,,1,0,0,0,neutral,0.31,,,,,,,0,unique
насыпной,,,,,1,0,0,0,neutral,-0.01,,,,,,,0,unique
насытить,,,,,1,0,1,0,positive,0.66,,,0.653,,,,0,conflict
насытиться,,,,,1,0,0,0,positive,0.9,,,,,,,0,unique
насыщать,,,,,1,0,0,0,positive,0.68,,,,,,,0,unique
насыщаться,,,,,1,0,0,0,positive,0.81,,,,,,,0,unique
насыщение,,,,1,1,0,1,0,positive,0.87,,,0.759,,,,0,agree
насыщенно,,1,,1,1,1,1,0,positive,0.76,positive,opinion,0.815,,,,1,agree
насыщенность,,1,,1,1,1,1,0,positive,0.63,positive,opinion,0.827,,,,0,agree
насыщенный,,1,,1,1,1,1,0,positive,0.76,positive,opinion,0.815,,,,0,agree
наталкивать,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
наталкиваться,,,,,1,0,0,0,neutral,-0.1,,,,,,,0,unique
натаскать,,,,,1,0,0,0,neutral,0.43,,,,,,,0,unique
натаскивание,,,,,1,0,0,0,neutral,-0.24,,,,,,,0,unique
натаскивать,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
натащить,,,,,1,0,0,0,neutral,-0.23,,,,,,,0,unique
натворить,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.551,,,,0,conflict
натекать,,,,,1,0,0,0,neutral,-0.02,,,,,,,0,unique
нательный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
натереть,,,,,1,0,1,0,neutral,-0.02,,,0.613,,,,0,agree
натереться,,,,,1,0,0,0,neutral,0.17,,,,,,,0,unique
натерпеться,1,,1,,1,1,1,0,negative,-1,negative,feeling,0.576,,,,0,conflict
натечь,,,,,1,0,0,0,neutral,-0.23,,,,,,,0,unique
натешиться,,,,,1,0,0,0,neutral,0.5,,,,,,,0,unique
натирание,,,,,1,0,0,0,neutral,-0.03,,,,,,,0,unique
натирать,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
натираться,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
натиск,1,,1,,1,1,1,0,negative,-0.65,negative,fact,0.498,,,,0,agree
наткнуться,,,,,1,0,1,0,neutral,0,,,0.631,,,,0,agree
натолкать,,,,,1,0,0,0,neutral,-0.18,,,,,,,0,unique
натолкнуть,,,,,1,0,0,0,neutral,0.35,,,,,,,0,unique
натолкнуться,,,,,1,0,1,0,neutral,-0.2,,,0.517,,,,0,agree
натопить,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
недосчитываться,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
наторговать,,,,,1,0,0,0,neutral,0.26,,,,,,,0,unique
наточить,,,,,1,0,0,0,neutral,0.27,,,,,,,0,unique
натощак,,,,,1,0,0,0,neutral,-0.05,,,,,,,0,unique
неискусно,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
нерасторопность,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
неустойка,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
натренированность,,,,,1,0,0,0,positive,0.82,,,,,,,0,unique
натренировать,,,,,1,0,0,0,positive,0.76,,,,,,,0,unique
натренироваться,,,,,1,0,0,0,positive,1,,,,,,,0,unique
натриевый,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
натрий,,,,,1,0,1,0,neutral,0.09,,,0.582,,,,0,agree
натрое,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
натуго,,,,,1,0,0,0,neutral,0.07,,,,,,,0,unique
натужиться,,,,,1,0,0,0,neutral,-0.26,,,,,,,0,unique
натура,,,,,1,0,1,0,neutral,0.09,,,0.777,,,,0,conflict
натурализм,,,,,1,0,0,0,neutral,0.45,,,,,,,0,unique
натурализоваться,,,,,1,0,0,0,neutral,0.39,,,,,,,0,unique
натуралист,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
натуралистический,,,,,1,0,0,0,neutral,0.34,,,,,,,0,unique
натуралистичность,,,,,1,0,0,0,positive,0.56,,,,,,,0,unique
натурально,,1,,1,1,1,1,1,neutral,0.51,positive,,0.788,1,0.5,positive,1,conflict
натуральность,,1,,1,1,1,1,0,positive,0.7,positive,,0.788,,,,0,agree
натуральный,,1,,1,1,1,1,1,neutral,0.51,positive,,0.788,1,0.5,positive,0,conflict
натурный,,,,,1,0,0,0,neutral,0.54,,,,,,,0,unique
натурщик,,,,,1,0,0,0,neutral,0.42,,,,,,,0,unique
натурщица,,,,,1,0,0,0,neutral,0.09,,,,,,,0,unique
натыкать,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
натыкаться,,,,,1,0,1,0,neutral,-0.19,,,0.417,,,,0,conflict
натюрморт,,,,,1,0,1,0,neutral,0.52,,,0.653,,,,0,agree
натяг,,,,,1,0,0,0,neutral,-0.2,,,,,,,0,unique
натягивание,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
натягивать,,,,,1,0,1,0,neutral,0,,,0.589,,,,0,agree
натягиваться,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
натяжение,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
ослаблять,,,,,1,0,1,1,neutral,-0.14,,,0.375,0,0,neutral,0,conflict
натяжной,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
натянутость,1,,1,,1,1,1,0,negative,-0.73,negative,opinion,0.515,,,,0,conflict
натянуть,,,,,1,0,1,0,neutral,0,,,0.506,,,,0,agree
натянуться,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
наугад,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
наудачу,,,,,1,0,0,0,positive,0.91,,,,,,,0,unique
наука,,,,1,1,0,1,0,positive,0.62,,,0.753,,,,0,agree
наукообразность,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
наукообразный,,,,,1,0,0,0,neutral,0.41,,,,,,,0,unique
неустроенный,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
обламывать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
наутек,,,1,,1,0,0,1,negative,-0.46,,,,-1,-0.5,negative,0,agree
наутро,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
научать,,,,,1,0,0,0,positive,1,,,,,,,0,unique
научаться,,,,,1,0,0,1,positive,0.85,,,,0,0,neutral,0,conflict
научение,,,,,1,0,0,0,neutral,0.48,,,,,,,0,unique
научить,,,,,1,0,1,0,positive,0.71,,,0.652,,,,0,conflict
научиться,,,,1,1,0,1,0,positive,0.81,,,0.74,,,,0,agree
научно,,,,,1,0,1,0,positive,0.57,,,0.647,,,,1,conflict
научно-исследовательский,,,,,1,0,1,1,neutral,0.42,,,0.666,0,0,neutral,0,agree
научно-фантастический,,,,,1,0,0,0,neutral,0.35,,,,,,,0,unique
научность,,,,,1,0,0,0,neutral,0.54,,,,,,,0,unique
научный,,,,,1,0,1,0,positive,0.57,,,0.647,,,,0,conflict
наушник,,,,,1,0,1,0,neutral,0.32,,,0.65,,,,0,agree
нафаршировать,,,,,1,0,0,0,neutral,0.25,,,,,,,0,unique
нахал,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.474,,,,0,agree
нахалка,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.49,,,,0,agree
нахально,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.609,,,,1,conflict
нахальный,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.609,,,,0,conflict
нахальство,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.697,,,,0,conflict
нахамить,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.499,,,,0,agree
обломить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
обмерзнуть,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
нахваливание,,1,,1,1,1,1,0,positive,0.61,positive,opinion,0.613,,,,0,conflict
нахваливать,,1,,1,1,1,1,0,positive,1,positive,opinion,0.594,,,,0,conflict
нахвалить,,1,,1,1,1,1,0,positive,0.99,positive,opinion,0.543,,,,0,conflict
отшвыриваться,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
отшивать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
передавить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
по-пиратски,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
повешение,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
нахлестывать,,,,,1,0,0,0,neutral,-0.21,,,,,,,0,unique
подсмеиваться,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
полуобморок,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
понапрасну,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
нахлынуть,,,,,1,0,1,0,neutral,-0.22,,,0.559,,,,0,agree
нахмуренность,1,,1,,1,1,1,0,negative,-0.91,negative,opinion,0.675,,,,0,conflict
пробубнить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
отшатнуться,,,1,,1,0,1,0,negative,-0.62,,,0.505,,,,0,conflict
находить,,,,,1,0,1,0,neutral,0.49,,,0.667,,,,0,agree
находиться,,,,,1,0,1,0,neutral,0,,,0.594,,,,0,agree
находка,,,,,1,1,1,1,positive,0.73,depends,,0.574,0,0,neutral,0,conflict
находчивость,,1,,1,1,1,1,0,positive,1,positive,opinion,0.799,,,,0,agree
находчивый,,1,,1,1,1,1,0,positive,1,positive,opinion,0.793,,,,0,agree
нахождение,,,,,1,0,1,1,neutral,0.33,,,0.589,0,0,neutral,0,agree
пропалить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
нахохотаться,,,,,1,0,0,0,positive,1,,,,,,,0,unique
нахулиганить,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.372,,,,0,agree
раскорячить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
раскромсать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
нацедить,,,,,1,0,0,0,neutral,-0.01,,,,,,,0,unique
нацеленность,,,,,1,0,0,0,neutral,0.54,,,,,,,0,unique
нацеливание,,,,,1,0,0,0,neutral,0.29,,,,,,,0,unique
нацеливать,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
нацеливаться,,,,,1,0,0,0,neutral,0.01,,,,,,,0,unique
нацелить,,,,,1,0,1,0,neutral,0.18,,,0.628,,,,0,agree
нацелиться,,,,,1,0,0,0,neutral,-0.05,,,,,,,0,unique
нацеловаться,,,,,1,0,0,0,positive,0.7,,,,,,,0,unique
расхлебывать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
нацепить,,,,,1,0,1,0,neutral,-0.16,,,0.605,,,,0,agree
нацеплять,,,,,1,0,0,0,neutral,-0.26,,,,,,,0,unique
скрытничать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
талдычить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
национал-социалисты,,,,,1,0,0,0,neutral,-0.3,,,,,,,0,unique
национал-экстремизм,1,,1,,1,1,1,0,negative,-0.69,negative,fact,0.404,,,,0,agree
национализация,,,,,1,0,1,0,neutral,0.42,,,0.395,,,,0,conflict
национализировать,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
националист,1,,1,,1,1,1,1,negative,-0.58,negative,fact,0.522,0,0,neutral,0,conflict
посредник,,,,,1,0,1,1,neutral,0.1,,,0.552,-1,-0.5,negative,0,conflict
националистка,1,,1,,1,1,1,0,negative,-0.73,negative,fact,0.502,,,,0,conflict
националистский,1,,1,,1,1,1,0,negative,-0.86,negative,fact,0.627,,,,0,conflict
национально,,,,,1,0,1,1,neutral,0.22,,,0.691,0,0,neutral,1,agree
национальность,,,,,1,0,1,1,neutral,0,,,0.62,0,0,neutral,0,agree
национальный,,,,,1,0,1,1,neutral,0.22,,,0.691,0,0,neutral,0,agree
нацист,1,,1,,1,1,1,0,negative,-1,negative,fact,0.44,,,,0,agree
нацистка,1,,1,,1,1,1,0,negative,-0.96,negative,fact,0.449,,,,0,agree
нацистский,1,,1,,1,1,1,1,negative,-0.99,negative,fact,0.548,-1,-0.5,negative,0,conflict
нация,,,,,1,0,1,0,neutral,0.37,,,0.795,,,,0,conflict
нацменьшинство,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
отбрасывать,,,,,1,0,1,1,neutral,-0.27,,,0.36,0,0,neutral,0,conflict
начальница,,,,,1,0,1,0,neutral,-0.01,,,0.471,,,,0,conflict
тузить,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
начальнический,,,,,1,0,0,0,neutral,0.16,,,,,,,0,unique
начальный,,,,,1,0,1,0,neutral,0,,,0.532,,,,0,agree
начальственный,,,,,1,0,1,0,neutral,0.17,,,0.48,,,,0,conflict
начальство,,,,,1,0,1,1,neutral,-0.1,,,0.512,0,0,neutral,0,agree
начальствование,,,,,1,0,0,0,neutral,-0.25,,,,,,,0,unique
начальствовать,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
начальствующий,,,,,1,0,0,0,neutral,0.33,,,,,,,0,unique
начатие,,,,,1,0,0,0,neutral,0.43,,,,,,,0,unique
начать,,,,,1,0,1,0,neutral,0.49,,,0.686,,,,0,agree
начаться,,,,,1,0,1,0,neutral,0.31,,,0.635,,,,0,agree
начеку,,,,,1,0,0,0,neutral,0.53,,,,,,,0,unique
тюремщик,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
увиливать,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
начерпать,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
начертание,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
начертательный,,,,,1,0,0,0,neutral,0.11,,,,,,,0,unique
начертать,,,,,1,0,1,0,neutral,0.1,,,0.607,,,,0,agree
начертить,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
начес,,,,,1,0,0,0,neutral,0.12,,,,,,,0,unique
начесать,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
начесаться,,,,,1,0,0,0,neutral,0.21,,,,,,,0,unique
начесывать,,,,,1,0,0,0,neutral,0.06,,,,,,,0,unique
начетверо,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
начинание,,1,,1,1,0,1,1,positive,0.74,,,0.765,0,0,neutral,0,conflict
начинать,,,,,1,0,1,0,positive,0.61,,,0.647,,,,0,conflict
начинаться,,,,,1,0,1,0,neutral,0.16,,,0.672,,,,0,agree
начинить,,,,,1,0,0,0,neutral,0.31,,,,,,,0,unique
начинка,,,,,1,0,1,0,neutral,0.42,,,0.608,,,,0,agree
начинять,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
начисление,,,,,1,0,1,0,positive,0.62,,,0.454,,,,0,conflict
начислить,,,,,1,0,1,0,neutral,0.52,,,0.492,,,,0,conflict
начислять,,,,,1,0,0,1,neutral,0.53,,,,0,0,neutral,0,agree
начистить,,,,,1,0,1,0,neutral,0.37,,,0.469,,,,0,conflict
начисто,,,,,1,0,0,0,positive,0.63,,,,,,,0,unique
начистоту,,,,,1,0,0,0,neutral,0.51,,,,,,,0,unique
начистую,,,,,1,0,0,0,neutral,0.51,,,,,,,0,unique
начитанность,,1,,1,1,1,1,0,positive,1,positive,fact,0.748,,,,0,agree
начитать,,,,,1,0,0,0,neutral,0.31,,,,,,,0,unique
начитаться,,,,,1,0,0,0,positive,0.58,,,,,,,0,unique
начитывать,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
